2023-03-02 17:14:07.090623
Network Nodes:
ID			X			Y
9480961760		2587.88		2572.64
9480961757		2788.27		2459.09
7154206605		1779.82		893.92
9722186847		1709.46		672.26
9722186846		1830.48		1088.57
7933382147		2297.91		1702.93
9838163242		2248.15		1715.05
7933382143		2322.68		1696.89
9838163244		2227.17		1306.13
6984995933		2303.53		1615.41
9838163255		2275.87		1209.43
9838163254		2293.89		1204.27
2478523790		2392.01		1264.88
9486103027		1917.61		2664.92
7097958260		1134.88		2919.1
9486103028		1929.01		2661.52
5800236063		2650.88		2353.29
5800236072		3120.93		1874.89
10102383479		2803.63		1733.66
10102383478		2687.34		1765.86
10102605935		2522.35		1083.62
6450706972		2557.79		1224.2
10102605939		2679.13		1286.03
7933396714		2730.38		1411.45
10102424817		2653.08		1200.92
10102605936		2611.42		1060.76
10102403050		2060.65		1347.61
2478523739		2137.97		1652.63
10102403052		1890.62		1380.0
2478523712		1986.91		1690.32
10102443099		2019.73		1199.85
10102443101		2008.18		1158.17
2730580466		1974.3		1035.82
10102443100		2258.47		1134.96
10102443102		2250.45		1100.64
2484585622		1928.46		2008.95
2478523705		2109.23		2005.04
10102517960		1867.02		2008.98
10102605937		2503.05		1004.46
10102605938		2579.87		1310.98
3684963096		3191.9		1835.29
2401503980		3198.74		1867.33
1734799580		1747.03		2075.36
1144975815		2646.52		2349.29
2401209419		238.44		2320.21
2401209529		202.03		2495.3
1734799514		242.18		2221.13
1734799679		224.24		2111.28
1734799460		208.65		2051.67
7154206603		1624.58		940.66
1148784425		1620.72		702.89
2401239653		1627.51		1120.54
2733773962		1630.59		1360.62
2401503952		1631.74		1481.23
2733822610		1632.02		1510.83
2733822608		1632.21		1530.33
1734799743		1640.35		1716.03
1734799787		745.62		2538.93
1734799706		874.44		2507.03
1734799459		593.69		2563.9
6046759215		125.52		2116.54
2401209132		338.28		2103.36
2401209126		486.23		2095.11
1734799703		564.81		2090.74
838310065		737.85		2690.23
1734799665		505.27		2656.41
2401209627		481.22		2679.04
2401209668		546.83		2921.65
1734799479		1111.11		2710.9
1734799552		1454.04		2642.89
1734799643		896.64		2569.11
1734799601		990.07		2534.74
2401209536		1089.15		2484.42
2401209556		1031.32		2532.1
2401209422		1180.66		2307.3
1734799769		1295.35		2094.82
