date_time,vehicle_id,coord,gps_coord,spd,edge,lane,displacement,turn_angle,next_tls
2023-03-02 17:00:52.861,95,"[2727.328562124802, 761.7813781809774]","[114.33152355738589, 30.503699754333443]",20.62,236668173#0,236668173#0_0,1258.91,290.34,()
2023-03-02 17:00:52.851,95,"[2732.712643700165, 759.841550546495]","[114.33158008342201, 30.503683416706835]",17.94,:2401390759_0,:2401390759_0_0,1253.18,263.38,()
2023-03-02 17:00:52.841,95,"[2737.383633152217, 760.3738791128479]","[114.33162857733797, 30.50368921124364]",18.63,:2401390759_0,:2401390759_0_0,1248.2,206.55,()
2023-03-02 17:00:52.831,95,"[2739.616035476432, 764.9205487514033]","[114.33165069696155, 30.503730671406757]",19.34,268000578#3,268000578#3_0,1243.02,195.0,()
2023-03-02 17:00:52.821,95,"[2741.0075763971317, 770.1132905024127]","[114.33166390411974, 30.50377777601522]",35.54,268000578#3,268000578#3_0,1237.65,195.0,()
2023-03-02 17:00:52.812,95,"[2743.564583180993, 779.655141328831]","[114.33168817277951, 30.503864332435086]",51.74,268000578#3,268000578#3_0,1227.77,195.0,()
2023-03-02 17:00:52.802,95,"[2747.2870558280156, 793.5461012306581]","[114.33172350299196, 30.503990340662234]",67.94,268000578#3,268000578#3_0,1213.4,197.18,()
2023-03-02 17:00:52.791,95,"[2752.9849709873156, 811.5485159765698]","[114.33177838525673, 30.504153831169425]",84.14,268000578#3,268000578#3_0,1194.53,197.7,()
2023-03-02 17:00:52.781,95,"[2760.096222648555, 833.8273123850804]","[114.33184692754214, 30.50435617074623]",89.15,268000578#3,268000578#3_0,1171.15,197.7,()
2023-03-02 17:00:52.770,95,"[2767.630515711933, 857.431452589536]","[114.33191954761814, 30.504570547279293]",90.35,268000578#3,268000578#3_0,1146.39,197.7,()
2023-03-02 17:00:52.760,95,"[2775.266488260784, 881.3541438260298]","[114.33199314803349, 30.504787816914693]",90.99,268000578#3,268000578#3_0,1121.29,197.7,()
2023-03-02 17:00:52.750,95,"[2783.074303899797, 905.406239728197]","[114.33206850578883, 30.50500628962778]",87.95,268000578#2,268000578#2_0,1096.02,202.2,()
2023-03-02 17:00:52.741,95,"[2792.32253215877, 928.0674361476594]","[114.33215920127576, 30.50521253172247]",89.44,268000578#2,268000578#2_0,1071.59,202.2,()
2023-03-02 17:00:52.731,95,"[2801.7274093309998, 951.1124738492356]","[114.33225143334964, 30.50542226715228]",90.04,268000578#2,268000578#2_0,1046.75,202.2,()
2023-03-02 17:00:52.722,95,"[2811.6558595194574, 974.226426046722]","[114.33234909932973, 30.505632735362127]",88.06,:2401503924_1,:2401503924_1_0,1021.73,208.57,()
2023-03-02 17:00:52.712,95,"[2823.423856038321, 995.7422831887158]","[114.33246630928973, 30.505829190309022]",87.68,268000578#1,268000578#1_0,997.27,208.7,()
2023-03-02 17:00:52.702,95,"[2835.128309257624, 1017.1177728111572]","[114.33258289275547, 30.506024366339823]",87.96,268000578#1,268000578#1_0,972.92,208.7,()
2023-03-02 17:00:52.693,95,"[2847.3240961357974, 1038.2778291016994]","[114.33270464462531, 30.506217705091316]",88.8,268000578#1,268000578#1_0,948.48,215.46,()
2023-03-02 17:00:52.684,95,"[2861.645040402892, 1058.382032496178]","[114.33284878042207, 30.50640197919921]",87.61,268000578#1,268000578#1_0,923.82,215.46,()
2023-03-02 17:00:52.675,95,"[2875.7738456806223, 1078.2165049811485]","[114.33299098291934, 30.506583780837847]",89.65,268000578#1,268000578#1_0,899.48,215.46,()
2023-03-02 17:00:52.666,95,"[2890.231076072624, 1098.512031232827]","[114.33313649145767, 30.5067698083358]",89.52,268000578#1,268000578#1_0,874.58,215.46,()
2023-03-02 17:00:52.657,95,"[2904.666726636816, 1118.777263026304]","[114.33328178333872, 30.506955558022373]",89.63,268000578#1,268000578#1_0,849.71,215.46,()
2023-03-02 17:00:52.648,95,"[2919.1201536253043, 1139.0674499374757]","[114.33342725467499, 30.507141536311334]",89.65,268000578#1,268000578#1_0,824.82,215.46,()
2023-03-02 17:00:52.638,95,"[2933.577145558782, 1159.362641433388]","[114.33357276243144, 30.50732756033731]",90.47,268000578#1,268000578#1_0,799.91,215.46,()
2023-03-02 17:00:52.629,95,"[2948.167339806885, 1179.8448266341775]","[114.33371961139922, 30.507515298195464]",88.02,268000578#1,268000578#1_0,774.78,215.46,()
2023-03-02 17:00:52.620,95,"[2962.361061456161, 1199.7704308149944]","[114.33386247043411, 30.50769793435071]",90.27,268000578#1,268000578#1_0,750.33,215.46,()
2023-03-02 17:00:52.611,95,"[2976.918182204518, 1220.2061863702615]","[114.33400898760154, 30.507885246369163]",91.9,268000578#1,268000578#1_0,725.26,215.46,()
2023-03-02 17:00:52.602,95,"[2991.6567338250557, 1241.0429063577983]","[114.33415729543223, 30.50807621124555]",91.72,:1125840591_1,:1125840591_1_0,699.73,215.03,()
2023-03-02 17:00:52.593,95,"[3006.1905541381448, 1261.9386321405304]","[114.33430345794993, 30.50826766424676]",90.12,268000578#0,268000578#0_0,674.25,214.77,()
2023-03-02 17:00:52.585,95,"[3020.4515498884425, 1282.4820466167066]","[114.33444686746287, 30.508455883214573]",85.67,268000578#0,268000578#0_0,649.22,214.77,()
2023-03-02 17:00:52.574,95,"[3033.9441297442945, 1302.0572573463169]","[114.33458251609733, 30.50863521085303]",79.81,268000578#0,268000578#0_0,625.42,214.51,()
2023-03-02 17:00:52.565,95,"[3046.4937142597323, 1320.307118090154]","[114.33470867417329, 30.508802390635484]",71.98,268000578#0,268000578#0_0,603.25,214.51,()
2023-03-02 17:00:52.557,95,"[3057.8121608086262, 1336.7666329928022]","[114.33482245626324, 30.508953169678957]",64.03,268000578#0,268000578#0_0,583.25,214.51,()
2023-03-02 17:00:52.548,95,"[3067.8084297935757, 1351.45537485785]","[114.33492290966315, 30.509087705048692]",56.86,268000578#0,268000578#0_0,565.47,213.2,()
2023-03-02 17:00:52.539,95,"[3076.44926539919, 1364.6589668139823]","[114.33500961779065, 30.509208564325505]",51.01,268000578#0,268000578#0_0,549.67,213.2,()
2023-03-02 17:00:52.531,95,"[3084.2010506786073, 1376.5040492148637]","[114.33508740474822, 30.509316988424676]",44.47,268000578#0,268000578#0_0,535.5,213.2,()
2023-03-02 17:00:52.523,95,"[3090.957894370591, 1386.8288153708531]","[114.33515520788661, 30.509411496260558]",35.79,268000578#0,268000578#0_0,523.15,213.2,()
2023-03-02 17:00:52.514,95,"[3095.9930057883735, 1395.3775929099222]","[114.33520552367918, 30.509489628382518]",29.68,268000578#0,268000578#0_0,513.21,207.67,()
2023-03-02 17:00:52.506,95,"[3099.817720453431, 1402.673209597571]","[114.3352435467879, 30.5095562065478]",24.97,268000578#0,268000578#0_0,504.96,207.67,()
2023-03-02 17:00:52.497,95,"[3103.0354400096835, 1408.8109873265194]","[114.33527553553918, 30.509612218527145]",19.92,268000578#0,268000578#0_0,498.03,204.78,()
2023-03-02 17:00:52.489,95,"[3105.301899437192, 1413.840701927064]","[114.3352978936395, 30.50965803968412]",18.08,:3799158620_8,:3799158620_8_0,492.49,152.54,()
2023-03-02 17:00:52.480,95,"[3103.182556611629, 1417.888836889371]","[114.33527483405719, 30.50969407863432]",16.02,:3799158620_8,:3799158620_8_0,487.47,108.33,()
2023-03-02 17:00:52.471,95,"[3098.97778049565, 1419.3118025829326]","[114.33523070946303, 30.509706009818142]",20.49,99478595#1,99478595#1_0,483.02,105.41,()
2023-03-02 17:00:52.463,95,"[3093.490196058765, 1420.82448451011]","[114.33517320788768, 30.509718476460836]",36.69,99478595#1,99478595#1_0,477.33,105.41,()
2023-03-02 17:00:52.453,95,"[3083.6644583115444, 1423.533001542031]","[114.33507024900265, 30.50974079841374]",52.11,99478595#1,99478595#1_0,467.14,105.41,()
2023-03-02 17:00:52.444,95,"[3069.708820796887, 1427.3799474785287]","[114.33492401493764, 30.50977250246156]",68.31,99478595#1,99478595#1_0,452.66,105.41,()
2023-03-02 17:00:52.433,95,"[3051.4150299718945, 1432.4227285197699]","[114.3347323234333, 30.509814061553588]",82.73,99478595#1,99478595#1_0,433.68,105.41,()
2023-03-02 17:00:52.424,95,"[3029.261999105599, 1438.5293296680657]","[114.33450019268787, 30.509864387519375]",88.93,99478595#1,99478595#1_0,410.7,105.41,()
2023-03-02 17:00:52.414,95,"[3005.4473211341465, 1445.0939727060538]","[114.33425065012439, 30.50991848784028]",91.81,99478595#1,99478595#1_0,386.0,105.41,()
2023-03-02 17:00:52.405,95,"[2980.861743036402, 1451.8711184767312]","[114.3339930294158, 30.509974338912148]",92.12,99478595#1,99478595#1_0,360.5,105.41,()
2023-03-02 17:00:52.396,95,"[2956.1941356227703, 1458.6708760659728]","[114.33373454890199, 30.51003037579953]",83.04,99478595#1,99478595#1_0,334.91,105.41,()
2023-03-02 17:00:52.386,95,"[2934.007496360418, 1464.9786660708721]","[114.33350201784747, 30.510082506296524]",77.82,99478595#1,99478595#1_0,311.84,106.36,()
2023-03-02 17:00:52.377,95,"[2913.266912087821, 1471.0657794439144]","[114.3332845953511, 30.51013295539479]",72.17,99478595#1,99478595#1_0,290.23,106.36,()
2023-03-02 17:00:52.368,95,"[2894.031650330547, 1476.711098666255]","[114.33308295289739, 30.510179742631383]",63.2,99478595#1,99478595#1_0,270.18,106.36,()
2023-03-02 17:00:52.359,95,"[2877.1878103491777, 1481.65456420495]","[114.33290637947918, 30.510220712783774]",57.36,99478595#1,99478595#1_0,252.63,106.36,()
2023-03-02 17:00:52.350,95,"[2861.90031454868, 1486.1412613444556]","[114.33274612105245, 30.51025789714366]",48.67,99478595#1,99478595#1_0,236.69,106.36,()
2023-03-02 17:00:52.340,95,"[2848.9278753177537, 1489.948517074849]","[114.33261013121992, 30.510289450342416]",39.43,99478595#1,99478595#1_0,223.17,106.36,()
2023-03-02 17:00:52.331,95,"[2838.4197769436196, 1493.032518243656]","[114.33249997496863, 30.510315009353207]",30.16,99478595#1,99478595#1_0,212.22,106.36,()
2023-03-02 17:00:52.322,95,"[2830.2695389783908, 1494.4781597153092]","[114.33241476915119, 30.51032630269779]",31.44,:7239273289_3,:7239273289_3_0,203.85,62.4,()
2023-03-02 17:00:52.313,95,"[2823.074688582686, 1489.735739620914]","[114.33234103350763, 30.510282019949102]",30.31,:7239273289_3,:7239273289_3_0,195.11,41.36,()
2023-03-02 17:00:52.303,95,"[2817.6605485161353, 1483.2922917503445]","[114.33228625530026, 30.510222783651972]",28.78,-725894815#0,-725894815#0_0,186.69,38.11,()
2023-03-02 17:00:52.294,95,"[2812.7262560748427, 1477.00074878144]","[114.33223643529664, 30.510165018941546]",44.98,-725894815#0,-725894815#0_0,178.7,38.11,()
2023-03-02 17:00:52.285,95,"[2805.0148992241016, 1467.1682685317924]","[114.33215857626017, 30.510074743697533]",42.97,-725894815#0,-725894815#0_0,166.2,38.11,()
2023-03-02 17:00:52.276,95,"[2797.649258401441, 1457.7765986458571]","[114.33208420793669, 30.509988515642288]",43.71,-725894815#0,-725894815#0_0,154.27,38.11,()
2023-03-02 17:00:52.266,95,"[2790.156626459871, 1448.223006844917]","[114.33200855756002, 30.509900800891238]",45.06,-725894815#0,-725894815#0_0,142.13,38.11,()
2023-03-02 17:00:52.257,95,"[2782.4323125627666, 1438.3740055205835]","[114.33193056811453, 30.50981037384691]",42.7,-725894815#0,-725894815#0_0,129.61,38.11,()
2023-03-02 17:00:52.248,95,"[2775.1358213674866, 1429.022609162001]","[114.33185691015875, 30.509724523458452]",41.94,-725894815#0,-725894815#0_0,117.75,37.7,()
2023-03-02 17:00:52.238,95,"[2768.011016815919, 1419.8049356964289]","[114.33178500675989, 30.509639915040637]",42.55,-725894815#0,-725894815#0_0,106.1,37.7,()
2023-03-02 17:00:52.229,95,"[2760.782643999186, 1410.4532714044724]","[114.3317120582767, 30.509554076695782]",41.9,-725894815#0,-725894815#0_0,94.28,37.7,()
2023-03-02 17:00:52.220,95,"[2753.665169512294, 1401.2450811664291]","[114.33164022909828, 30.509469555256825]",45.44,-725894815#0,-725894815#0_0,82.64,37.7,()
2023-03-02 17:00:52.211,95,"[2745.9735013845443, 1391.2395972215054]","[114.33156261873357, 30.50937772444192]",43.06,-725894815#0,-725894815#0_0,70.02,33.27,()
2023-03-02 17:00:52.202,95,"[2739.4109118435267, 1381.238796581952]","[114.33149676174162, 30.50928617662695]",41.96,-725894815#0,-725894815#0_0,58.06,33.0,()
2023-03-02 17:00:52.192,95,"[2733.597209909982, 1371.1531616287944]","[114.33143872212756, 30.50919402381537]",44.92,-725894815#0,-725894815#0_0,46.4,27.68,()
2023-03-02 17:00:52.182,95,"[2727.802169859777, 1360.10361671745]","[114.33138111435296, 30.50909318619623]",41.48,-725894815#0,-725894815#0_0,33.93,23.9,()
2023-03-02 17:00:52.173,95,"[2723.1773871018668, 1349.5526682283187]","[114.33133556690359, 30.50899709256734]",32.77,-725894815#0,-725894815#0_0,22.4,23.5,()
2023-03-02 17:00:52.163,95,"[2719.54876747205, 1341.2057534041744]","[114.33129984718592, 30.508921078761958]",23.83,-725894815#0,-725894815#0_0,13.3,23.46,()
2023-03-02 17:00:52.154,95,"[2716.9736151188845, 1335.1077778635654]","[114.3312745406632, 30.508865561792547]",16.12,-725894815#0,-725894815#0_0,6.68,21.16,()
2023-03-02 17:00:52.144,95,"[2715.356643932943, 1330.930878988998]","[114.33125873609333, 30.508827565956686]",7.93,-725894815#0,-725894815#0_0,2.2,21.16,()
2023-03-02 17:00:52.134,95,"[2714.561190695402, 1328.8760942398678]","[114.33125096119315, 30.508808874274514]",0.0,-725894815#0,-725894815#0_0,0.0,21.16,()
2023-03-02 17:00:53.232,94,"[1552.5100141576272, 1716.648913849727]","[114.31905748061007, 30.512055821093607]",80.73,-231793627#4,-231793627#4_0,1307.89,269.37,()
2023-03-02 17:00:53.223,94,"[1574.9332768327638, 1716.8974345255008]","[114.31929086295249, 30.51206286640313]",81.14,-231793627#4,-231793627#4_0,1285.46,269.37,()
2023-03-02 17:00:53.214,94,"[1597.4715865677676, 1717.1472302865945]","[114.31952544277733, 30.512069947440214]",82.33,-231793627#4,-231793627#4_0,1262.92,269.37,()
2023-03-02 17:00:53.204,94,"[1620.340107201723, 1717.400685828914]","[114.3197634595223, 30.512077131792083]",81.66,-231793627#4,-231793627#4_0,1240.05,269.37,()
2023-03-02 17:00:53.194,94,"[1643.0214597037989, 1717.7802851695828]","[114.31999949655618, 30.512085412674132]",80.7,:1734799743_5,:1734799743_5_0,1217.37,268.64,()
2023-03-02 17:00:53.185,94,"[1665.4274665488192, 1718.4885656946394]","[114.32023258577856, 30.512096596881207]",83.14,642235997#1,642235997#1_0,1194.95,268.04,()
2023-03-02 17:00:53.175,94,"[1688.5087522329395, 1719.276532441559]","[114.3204726855709, 30.51210864360346]",78.87,642235997#1,642235997#1_0,1171.86,268.04,()
2023-03-02 17:00:53.166,94,"[1710.4033397959984, 1720.0239867720204]","[114.32070044099194, 30.512120070550953]",81.41,642235997#1,642235997#1_0,1149.95,268.04,()
2023-03-02 17:00:53.157,94,"[1733.0044096663971, 1720.7955595408168]","[114.32093554558652, 30.512131865801937]",81.08,642235997#1,642235997#1_0,1127.34,268.04,()
2023-03-02 17:00:53.147,94,"[1755.5126946690755, 1721.5639647481794]","[114.32116968508879, 30.512143612210675]",79.98,642235997#1,642235997#1_0,1104.82,268.04,()
2023-03-02 17:00:53.138,94,"[1777.7166723275955, 1722.321981276535]","[114.32140065916143, 30.512155199400866]",80.79,642235997#1,642235997#1_0,1082.6,268.04,()
2023-03-02 17:00:53.128,94,"[1800.1454070949753, 1723.0876707365608]","[114.32163397133006, 30.512166903468042]",74.49,642235997#1,642235997#1_0,1060.16,268.04,()
2023-03-02 17:00:53.119,94,"[1820.826163598414, 1723.7936863653636]","[114.32184910044757, 30.51217769501368]",65.86,642235997#1,642235997#1_0,1039.46,268.04,()
2023-03-02 17:00:53.109,94,"[1839.115328133184, 1723.926217305971]","[114.32203947297666, 30.51218280485453]",60.18,642235997#1,642235997#1_0,1021.17,270.81,()
2023-03-02 17:00:53.100,94,"[1855.8293622515703, 1723.6905025921099]","[114.32221353817295, 30.512184257889235]",52.25,642235997#1,642235997#1_0,1004.45,270.81,()
2023-03-02 17:00:53.090,94,"[1870.341213329304, 1723.485844829648]","[114.32236466916316, 30.512185519288547]",43.48,642235997#1,642235997#1_0,989.94,270.81,()
2023-03-02 17:00:53.080,94,"[1882.417687002544, 1723.3155327125266]","[114.32249043737923, 30.512186568866323]",36.72,642235997#1,642235997#1_0,977.86,266.53,()
2023-03-02 17:00:53.070,94,"[1892.556181307459, 1724.341089683997]","[114.32259573402953, 30.51219798314178]",30.7,:2713725851_0,:2713725851_0_0,967.66,259.57,()
2023-03-02 17:00:53.036,94,"[1900.9191702192174, 1725.9874483780934]","[114.32268239276979, 30.512214613270302]",24.67,:2713725851_0,:2713725851_0_0,959.14,253.58,()
2023-03-02 17:00:53.026,94,"[1907.5352304752575, 1727.6901859683562]","[114.32275085061805, 30.512231377687296]",17.14,779834469#7,779834469#7_0,952.28,263.76,()
2023-03-02 17:00:53.017,94,"[1912.2667453201584, 1728.2074576877344]","[114.32279998179972, 30.512237052958373]",30.26,779834469#7,779834469#7_0,947.52,263.76,()
2023-03-02 17:00:53.006,94,"[1920.6209205231746, 1729.1207758771316]","[114.32288673003904, 30.51224707342752]",38.23,779834469#7,779834469#7_0,939.12,272.46,()
2023-03-02 17:00:52.996,94,"[1931.202384276467, 1728.4524629258897]","[114.32299705714881, 30.512243313601804]",39.69,779834469#7,779834469#7_0,928.5,274.64,()
2023-03-02 17:00:52.986,94,"[1942.1897826511756, 1727.5609197214142]","[114.32311166554712, 30.512237628341616]",41.63,779834469#7,779834469#7_0,917.47,280.39,()
2023-03-02 17:00:52.976,94,"[1953.4953701280479, 1725.2031556805043]","[114.32322994889911, 30.51221879451592]",39.06,779834469#7,779834469#7_0,905.91,282.84,()
2023-03-02 17:00:52.967,94,"[1964.0738661836765, 1722.7924010678767]","[114.32334067567652, 30.512199327352754]",33.8,779834469#7,779834469#7_0,895.06,282.84,()
2023-03-02 17:00:52.957,94,"[1973.2278377504322, 1720.7062841886557]","[114.3234364917028, 30.51218248160414]",26.27,779834469#7,779834469#7_0,885.67,282.84,()
2023-03-02 17:00:52.948,94,"[1980.3430724239454, 1719.0847791354893]","[114.32351096793772, 30.51216938762491]",18.15,779834469#7,779834469#7_0,878.37,280.87,()
2023-03-02 17:00:52.939,94,"[1985.2865793447477, 1718.1406763578516]","[114.32356266726998, 30.512161935098636]",15.48,:6805911915_0,:6805911915_0_0,873.33,246.95,()
2023-03-02 17:00:52.929,94,"[1989.1320327075373, 1719.4528662136158]","[114.3236023774279, 30.512174585912177]",16.82,:6805911915_0,:6805911915_0_0,869.03,200.55,()
2023-03-02 17:00:52.920,94,"[1990.7961667066859, 1723.724364337162]","[114.32361864701143, 30.512213445325827]",15.01,279360279#2,279360279#2_0,864.36,190.13,()
2023-03-02 17:00:52.910,94,"[1991.5295127153033, 1727.8305000598318]","[114.32362526717468, 30.512250615026144]",28.75,279360279#2,279360279#2_0,860.19,190.13,()
2023-03-02 17:00:52.900,94,"[1992.933642956852, 1735.692476911622]","[114.32363794274585, 30.512321783477596]",39.69,279360279#2,279360279#2_0,852.2,190.13,()
2023-03-02 17:00:52.890,94,"[1994.8724692484939, 1746.5483127689272]","[114.32365544522767, 30.512420053038923]",37.64,279360279#2,279360279#2_0,841.18,190.13,()
2023-03-02 17:00:52.881,94,"[1996.7110994318311, 1756.8431326600341]","[114.32367204322873, 30.512513244151258]",40.13,279360279#2,279360279#2_0,830.72,190.13,()
2023-03-02 17:00:52.871,94,"[1998.5977377543832, 1767.8314619022092]","[114.32368896970381, 30.512612696843284]",40.64,:2478523794_1,:2478523794_1_0,819.57,189.15,()
2023-03-02 17:00:52.861,94,"[2000.3934637916946, 1778.9790870214747]","[114.323704910367, 30.512713565981468]",39.02,:2478523794_1,:2478523794_1_0,808.28,189.15,()
2023-03-02 17:00:52.851,94,"[2002.095017430921, 1789.682254913063]","[114.32371998045471, 30.512810408623082]",37.32,279360279#1,279360279#1_0,797.45,188.84,()
2023-03-02 17:00:52.841,94,"[2003.6876709421374, 1799.9200402821905]","[114.32373403180463, 30.512903032996476]",37.83,:2481902625_0,:2481902625_0_0,787.08,188.85,()
2023-03-02 17:00:52.831,94,"[2005.3071303492093, 1810.3031958544254]","[114.32374832632958, 30.512996973474028]",38.57,279360279#0,279360279#0_0,776.57,188.89,()
2023-03-02 17:00:52.821,94,"[2006.9622796362523, 1820.890443880166]","[114.32376294201168, 30.513092761280074]",39.15,279360279#0,279360279#0_0,765.86,189.08,()
2023-03-02 17:00:52.811,94,"[2008.7245140630234, 1831.6227712543769]","[114.32377863672599, 30.51318987974273]",37.57,279360279#0,279360279#0_0,754.98,189.53,()
2023-03-02 17:00:52.801,94,"[2010.4526103277592, 1841.9146994116945]","[114.32379408486923, 30.513283021131432]",37.27,279360279#0,279360279#0_0,744.55,189.53,()
2023-03-02 17:00:52.791,94,"[2012.1670326523558, 1852.125190433586]","[114.32380941079802, 30.513375425517243]",37.24,279360279#0,279360279#0_0,734.19,189.52,()
2023-03-02 17:00:52.781,94,"[2013.8772151533883, 1862.3280606494766]","[114.3238246944913, 30.513467760300653]",41.08,279360279#0,279360279#0_0,723.85,189.51,()
2023-03-02 17:00:52.770,94,"[2015.7629884039548, 1873.5825159001974]","[114.32384154645054, 30.513569611660227]",38.32,279360279#0,279360279#0_0,712.44,192.21,()
2023-03-02 17:00:52.760,94,"[2018.3240764731638, 1883.9032713707443]","[114.32386565984051, 30.513663191094636]",39.16,:2478523759_1,:2478523759_1_0,701.79,195.46,()
2023-03-02 17:00:52.750,94,"[2021.22168821074, 1894.385116161313]","[114.32389323701918, 30.513758294580676]",38.41,279360278#1,279360278#1_0,690.92,195.42,()
2023-03-02 17:00:52.741,94,"[2024.9208218625047, 1904.3220657109175]","[114.32392929353766, 30.513848657828962]",38.79,279360278#1,279360278#1_0,680.25,208.58,()
2023-03-02 17:00:52.731,94,"[2030.0761214817696, 1913.7837872413986]","[114.32398062772145, 30.513935048857917]",39.42,279360278#1,279360278#1_0,669.47,208.58,()
2023-03-02 17:00:52.722,94,"[2035.3155102583662, 1923.399840866843]","[114.32403279931634, 30.514022849012534]",40.5,279360278#1,279360278#1_0,658.52,208.58,()
2023-03-02 17:00:52.712,94,"[2041.1535243744154, 1932.9900151152845]","[114.32409120971235, 30.514110543927327]",39.97,279360278#1,279360278#1_0,647.27,216.26,()
2023-03-02 17:00:52.702,94,"[2047.7205233699935, 1941.9443376415315]","[114.32415736680798, 30.51419266317326]",38.66,279360278#1,279360278#1_0,636.17,216.26,()
2023-03-02 17:00:52.693,94,"[2054.071547944198, 1950.6041718287815]","[114.32422134824282, 30.514272081667865]",38.09,279360278#1,279360278#1_0,625.43,217.16,()
2023-03-02 17:00:52.684,94,"[2060.732061378307, 1958.817024941944]","[114.3242886623182, 30.514347537236304]",38.86,279360278#1,279360278#1_0,614.85,220.73,()
2023-03-02 17:00:52.675,94,"[2067.77436941292, 1966.99696144291]","[114.32435995952372, 30.514422777727546]",40.9,279360278#1,279360278#1_0,604.05,220.73,()
2023-03-02 17:00:52.666,94,"[2075.1877898572857, 1975.6079605914595]","[114.32443501403482, 30.514501983172668]",38.31,279360278#1,279360278#1_0,592.69,221.23,()
2023-03-02 17:00:52.657,94,"[2082.664353154718, 1983.1524669305386]","[114.32451098951064, 30.514571588689833]",40.94,279360278#1,279360278#1_0,582.05,227.86,()
2023-03-02 17:00:52.647,94,"[2091.09632205934, 1990.7814779436176]","[114.32459689105272, 30.514642160234718]",39.96,279360278#1,279360278#1_0,570.68,227.86,()
2023-03-02 17:00:52.638,94,"[2099.326981373245, 1998.2274422217783]","[114.32468074207732, 30.514711038686922]",39.4,:2478523705_1,:2478523705_1_0,559.58,228.12,()
2023-03-02 17:00:52.629,94,"[2107.5572688184266, 2005.4360573486886]","[114.3247646479769, 30.514777777539653]",38.1,:2478523705_1,:2478523705_1_0,548.63,231.61,()
2023-03-02 17:00:52.620,94,"[2116.0138919845367, 2011.7917333608088]","[114.32485112108212, 30.514836876328967]",38.04,:2478523704_0,:2478523704_0_0,538.05,236.43,()
2023-03-02 17:00:52.611,94,"[2124.822590164625, 2017.6364985054588]","[114.32494138598878, 30.514891444991576]",37.54,:2478523704_0,:2478523704_0_0,527.48,236.59,()
2023-03-02 17:00:52.602,94,"[2133.5861009599707, 2023.2919827364071]","[114.32503122729648, 30.514944297750027]",37.28,279360280#1,279360280#1_0,517.06,237.69,()
2023-03-02 17:00:52.593,94,"[2142.338322440686, 2028.827291378837]","[114.32512098085037, 30.514996064771154]",40.69,279360280#1,279360280#1_0,506.7,237.69,()
2023-03-02 17:00:52.584,94,"[2151.8923701970534, 2034.8697119497208]","[114.32521895720086, 30.51505257431303]",37.2,279360280#1,279360280#1_0,495.4,237.69,()
2023-03-02 17:00:52.574,94,"[2160.64473517685, 2040.3607087364628]","[114.32530872339711, 30.515103941817866]",39.37,:2720460680_0,:2720460680_0_0,485.06,240.69,()
2023-03-02 17:00:52.565,94,"[2170.1758048293045, 2045.7314962188786]","[114.3254066266051, 30.515154392193914]",39.22,279360280#0,279360280#0_0,474.13,241.76,()
2023-03-02 17:00:52.556,94,"[2179.9331210580062, 2050.5548994360297]","[114.32550702058595, 30.515199956734353]",39.17,279360280#0,279360280#0_0,463.23,245.33,()
2023-03-02 17:00:52.548,94,"[2189.8218563026835, 2055.0962574051628]","[114.3256088525399, 30.515243006934046]",40.63,279360280#0,279360280#0_0,452.35,245.33,()
2023-03-02 17:00:52.539,94,"[2200.077178984105, 2059.8059690349055]","[114.32571445962823, 30.51528765297815]",40.45,279360280#0,279360280#0_0,441.07,245.33,()
2023-03-02 17:00:52.531,94,"[2210.2880619298403, 2064.495271912385]","[114.32581960918698, 30.5153321054763]",37.98,279360280#0,279360280#0_0,429.83,248.12,()
2023-03-02 17:00:52.523,94,"[2220.1056470135877, 2068.3557048000835]","[114.32592086880004, 30.515369002352642]",40.32,279360280#0,279360280#0_0,419.28,248.91,()
2023-03-02 17:00:52.514,94,"[2230.554559269821, 2072.3850988297772]","[114.32602865965421, 30.515407557133475]",40.85,279360280#0,279360280#0_0,408.08,248.91,()
2023-03-02 17:00:52.505,94,"[2241.142718268979, 2076.468190314368]","[114.32613788706904, 30.515446625625902]",39.12,279360280#0,279360280#0_0,396.73,248.91,()
2023-03-02 17:00:52.497,94,"[2251.356089587306, 2080.167461058579]","[114.32624330734059, 30.515482154145495]",40.57,279360280#0,279360280#0_0,385.86,252.3,()
2023-03-02 17:00:52.489,94,"[2262.0932246089474, 2083.593528184808]","[114.3263542481591, 30.515515331865586]",38.44,279360280#0,279360280#0_0,374.59,252.3,()
2023-03-02 17:00:52.480,94,"[2272.266740045649, 2086.839752314952]","[114.326459365487, 30.5155467679193]",41.08,279360280#0,279360280#0_0,363.92,252.3,()
2023-03-02 17:00:52.471,94,"[2283.1825121057827, 2090.1412525940964]","[114.3265721970456, 30.51557886079186]",37.77,279360280#0,279360280#0_0,352.5,257.91,()
2023-03-02 17:00:52.462,94,"[2293.442218317755, 2092.3398049339994]","[114.32667847048603, 30.51560087133954]",40.29,279360280#0,279360280#0_0,342.01,257.9,()
2023-03-02 17:00:52.453,94,"[2304.3842287771695, 2094.6851273309203]","[114.32679181138218, 30.51562435060818]",37.74,279360280#0,279360280#0_0,330.82,257.9,()
2023-03-02 17:00:52.444,94,"[2314.635819150369, 2096.882464337269]","[114.32689800073913, 30.51564634829281]",41.03,279360280#0,279360280#0_0,320.34,258.36,()
