dateandtime,vehid,coord,gps_coord,spd,edge,lane,displacement,turn_angle,next_tls
2023-03-02 06:44:34.399,0,"[997.4784275056672, 577.8274159500116]","[114.31356158504683, 30.501671460877066]",50.33,231808116#3,231808116#3_0,335.1,92.48,()
2023-03-02 06:44:34.400,1,"[2141.150641039504, 973.3239496118035]","[114.32536924274868, 30.505481462005278]",91.88,231820215#1,231820215#1_1,334.56,291.05,()
2023-03-02 06:44:34.401,2,"[1529.2823040753742, 1122.0947429813432]","[114.31896281358758, 30.5066915355201]",98.35,:2733796960_7,:2733796960_7_1,287.93,91.58,()
2023-03-02 06:44:34.402,3,"[2459.824733658715, 2383.529276212873]","[114.32833888262242, 30.518261215834627]",18.88,417713709,417713709_0,156.52,23.26,()
2023-03-02 06:44:34.402,4,"[2815.2057135644327, 1480.1622179324745]","[114.33226146959424, 30.510194045424164]",32.02,-725894815#0,-725894815#0_0,182.72,38.11,"(('838310065', 0, 2611.924576588597, 'y'),)"
2023-03-02 06:44:34.403,5,"[1757.9699906874116, 1790.6793443284737]","[114.32117817408658, 30.512767144879653]",39.6,-265762563#1,-265762563#1_0,129.72,285.18,()
2023-03-02 06:44:34.404,6,"[1631.0094517661992, 1572.5059968638689]","[114.31991038674596, 30.510773337120177]",70.39,-161503499#6,-161503499#6_0,131.3,182.0,()
2023-03-02 06:44:34.405,7,"[257.2195545819647, 802.8874296230053]","[114.30579983355847, 30.50354098795901]",40.52,231808154#1,231808154#1_0,63.31,95.73,()
2023-03-02 06:44:34.406,8,"[1808.1083099874963, 1886.6877650138952]","[114.32167641746452, 30.513643301103716]",33.11,-265762565#2,-265762565#2_0,27.03,347.92,()
2023-03-02 06:44:34.406,9,"[911.1244871430441, 1637.4554114771329]","[114.31239982477767, 30.511204354306166]",12.46,270087466#0,270087466#0_0,5.19,91.59,()
2023-03-02 06:44:34.410,0,"[1011.8469146156921, 577.2059079917516]","[114.31371130982606, 30.50166894310189]",51.77,231808116#3,231808116#3_0,349.49,92.48,()
2023-03-02 06:44:34.411,1,"[2117.5802507077883, 982.3955474571645]","[114.32512163204352, 30.50555819524031]",90.92,231820215#1,231820215#1_1,359.82,291.05,()
2023-03-02 06:44:34.412,10,"[732.53, 1664.76]","[114.31053376427911, 30.511412095490495]",0.0,270087462#1,270087462#1_0,0.0,91.75,()
2023-03-02 06:44:34.413,2,"[1556.2583663087034, 1121.4542367473073]","[114.31924379872532, 30.506691542014682]",97.06,-267612556#3,-267612556#3_1,314.9,91.26,()
2023-03-02 06:44:34.415,3,"[2462.709108140282, 2390.2389414998524]","[114.32836725800955, 30.518322313201047]",26.29,417713709,417713709_0,163.83,23.26,()
2023-03-02 06:44:34.416,4,"[2818.6773711416035, 1484.5888065629554]","[114.33229652184669, 30.51023468737585]",20.25,-725894815#0,-725894815#0_0,188.34,38.11,"(('838310065', 0, 2606.299046606608, 'r'),)"
2023-03-02 06:44:34.417,5,"[1747.0065632903738, 1793.6529968629707]","[114.321063299672, 30.512791601670315]",40.89,:2713731851_4,:2713731851_4_0,141.08,285.17,()
2023-03-02 06:44:34.417,6,"[1630.867194249301, 1557.4551515760559]","[114.31991262960395, 30.510637638333154]",54.19,-161503499#6,-161503499#6_0,146.35,180.54,()
2023-03-02 06:44:34.419,7,"[268.2694006941847, 801.779154586574]","[114.30591513544644, 30.503533377132687]",39.98,231808154#1,231808154#1_0,74.41,95.73,()
2023-03-02 06:44:34.420,8,"[1805.7937415454157, 1897.5054083896327]","[114.32164964547857, 30.51374031587172]",39.83,-265762565#2,-265762565#2_0,38.09,347.92,()
2023-03-02 06:44:34.421,9,"[916.8536274519511, 1637.2968768263395]","[114.31245950812941, 30.511204156053395]",20.63,270087466#0,270087466#0_0,10.92,91.59,()
2023-03-02 06:44:34.423,0,"[1025.0276563969562, 577.9428542407576]","[114.31384833386981, 30.50167841526358]",51.84,231808116#3,231808116#3_0,363.89,73.21,()
2023-03-02 06:44:34.423,1,"[2094.312545450038, 991.350650105536]","[114.32487720074319, 30.50563394260075]",89.75,231820215#1,231820215#1_1,384.75,291.05,()
2023-03-02 06:44:34.424,10,"[733.8321583120248, 1664.9583419945468]","[114.31054727134219, 30.51141416326715]",4.74,:2751749667_7,:2751749667_7_0,1.32,89.02,()
2023-03-02 06:44:34.426,2,"[1578.791915145191, 1120.9594264422265]","[114.31947850032316, 30.5066919094736]",80.98,-267612556#3,-267612556#3_1,337.39,91.26,()
2023-03-02 06:44:34.427,3,"[2466.2238038020464, 2398.4148672080955]","[114.3284018343031, 30.518396762143844]",32.04,417713709,417713709_0,172.73,23.26,()
2023-03-02 06:44:34.428,4,"[2823.2515644772925, 1490.3962658727912]","[114.33234271224563, 30.510288011708575]",26.62,:7239273289_4,:7239273289_4_0,195.73,38.28,"(('838310065', 0, 2598.9058245788215, 'r'),)"
2023-03-02 06:44:34.429,5,"[1736.880732285696, 1796.403296077675]","[114.32095720057151, 30.512814224424247]",37.77,-265762563#0,-265762563#0_0,151.57,285.21,()
2023-03-02 06:44:34.431,6,"[1630.7647698711273, 1546.6186523652607]","[114.31991424443225, 30.510539936190998]",39.01,-161503499#6,-161503499#6_0,157.19,180.54,()
2023-03-02 06:44:34.432,7,"[279.3227529116739, 800.670527895567]","[114.30603047390967, 30.503525763788165]",39.99,231808154#1,231808154#1_0,85.52,95.73,()
2023-03-02 06:44:34.433,8,"[1802.8902940970727, 1910.1430920886824]","[114.32161629253245, 30.51385361040318]",46.69,:2713731853_0,:2713731853_0_0,51.06,346.02,()
2023-03-02 06:44:34.433,9,"[924.6365132581867, 1637.081511690049]","[114.31254058638966, 30.511203886688353]",28.03,270087466#0,270087466#0_0,18.71,91.59,()
2023-03-02 06:44:34.435,0,"[1026.0966550335645, 592.2045867076338]","[114.31385592644591, 30.501807199513614]",51.48,231808116#3,231808116#3_0,378.19,4.29,()
2023-03-02 06:44:34.436,1,"[2070.755566297484, 1000.4170863552562]","[114.3246297302158, 30.505710631192787]",90.87,231820215#1,231820215#1_1,409.99,291.05,()
2023-03-02 06:44:34.437,10,"[737.1854756494215, 1666.414868054372]","[114.31058181990855, 30.511428013174754]",13.55,:2751749667_7,:2751749667_7_0,5.08,70.25,()
2023-03-02 06:44:34.438,2,"[1596.8176624729188, 1120.563602171524]","[114.31966625025564, 30.50669220311826]",64.78,-267612556#3,-267612556#3_1,355.39,91.26,()
2023-03-02 06:44:34.439,3,"[2470.473232437498, 2408.2999372595064]","[114.328443638697, 30.518486774329205]",38.74,417713709,417713709_0,183.49,23.26,()
2023-03-02 06:44:34.440,4,"[2826.9146064373695, 1495.1800690812406]","[114.33237966904377, 30.510331914415275]",21.69,:7239273289_4,:7239273289_4_0,201.76,37.3,"(('838310065', 0, 2592.879550377685, 'r'),)"
2023-03-02 06:44:34.441,5,"[1725.9595366882986, 1799.6858348344235]","[114.3208426893271, 30.512841474359092]",41.06,-265762563#0,-265762563#0_0,162.98,287.28,()
2023-03-02 06:44:34.442,6,"[1630.7011119891777, 1539.8836484549893]","[114.31991524806034, 30.51047921323012]",24.25,-161503499#6,-161503499#6_0,163.93,180.54,()
2023-03-02 06:44:34.444,7,"[291.102058299915, 799.6028877649694]","[114.30615335917675, 30.503518676071938]",42.59,:2401390755_6,:2401390755_6_0,97.35,95.02,()
2023-03-02 06:44:34.445,8,"[1799.786288557455, 1922.7952532146753]","[114.32158084790608, 30.513966992477354]",46.9,-265762565#1,-265762565#1_0,64.08,346.53,()
2023-03-02 06:44:34.446,9,"[934.7371150375745, 1636.8020115749255]","[114.31264580947548, 30.511203537031985]",36.38,270087466#0,270087466#0_0,28.81,91.59,()
2023-03-02 06:44:34.450,0,"[1027.184696857633, 606.7203782870052]","[114.31386365428322, 30.50193827793021]",52.4,231808116#3,231808116#3_0,392.74,4.29,()
2023-03-02 06:44:34.451,1,"[2047.0302456702382, 1009.5483126291383]","[114.32438049086898, 30.505787867312463]",91.52,231820215#1,231820215#1_1,435.41,291.05,()
2023-03-02 06:44:34.453,10,"[739.2656355493173, 1670.8693200399302]","[114.31060236975148, 30.511468612472175]",18.24,:2751749667_7,:2751749667_7_0,10.15,24.66,()
2023-03-02 06:44:34.454,11,"[3041.0293484419262, 2356.3449008498583]","[114.33439682103898, 30.51814017823277]",0.0,-278571336#0,-278571336#0_0,0.0,142.14,()
2023-03-02 06:44:34.456,2,"[1610.3356082918863, 1120.2667639351998]","[114.31980704850582, 30.506692423151843]",48.58,-267612556#3,-267612556#3_1,368.88,91.26,()
2023-03-02 06:44:34.457,3,"[2473.8233681370816, 2416.093061680007]","[114.3284765962118, 30.518557737517813]",30.54,417713709,417713709_0,191.97,23.26,()
2023-03-02 06:44:34.458,4,"[2828.4163327919537, 1501.2233004872414]","[114.33239381486729, 30.510386708867333]",26.01,:7281789523_10,:7281789523_10_0,208.99,3.26,"(('838310065', 0, 2585.6540201636735, 'r'),)"
2023-03-02 06:44:34.459,5,"[1715.772339135525, 1802.8550741580998]","[114.32073584762384, 30.512867860110884]",38.41,-265762563#0,-265762563#0_0,173.64,287.28,()
2023-03-02 06:44:34.460,6,"[1631.2679507082028, 1536.7494679026263]","[114.31992192464932, 30.51045108315711]",11.93,:2733822608_2,:2733822608_2_0,167.24,173.48,()
2023-03-02 06:44:34.461,7,"[302.6608579556461, 798.6705672648291]","[114.3062739153806, 30.503512760529304]",41.75,231808154#2,231808154#2_0,108.95,94.26,()
2023-03-02 06:44:34.462,8,"[1796.8100592749756, 1935.2885611624345]","[114.32154677275382, 30.514078969990532]",46.23,-265762565#1,-265762565#1_0,76.93,346.6,()
2023-03-02 06:44:34.463,9,"[946.0117704743635, 1636.4900234814052]","[114.31276326328013, 30.511203146632397]",40.6,270087466#0,270087466#0_0,40.09,91.59,()
2023-03-02 06:44:34.465,0,"[1028.0600927533187, 618.399216443881]","[114.31386987180382, 30.502043738496262]",42.16,231808116#3,231808116#3_0,404.45,4.29,()
2023-03-02 06:44:34.466,1,"[2023.5532304617698, 1018.583972946315]","[114.3241338596654, 30.50586429459751]",90.56,231820215#1,231820215#1_1,460.57,291.05,()
2023-03-02 06:44:34.467,10,"[739.7041309016207, 1678.3816666445568]","[114.3106050695757, 30.511536422499734]",27.13,-270087460#0,-270087460#0_0,17.68,1.22,()
2023-03-02 06:44:34.468,11,"[3042.32180200761, 2354.6824928932588]","[114.33441068671256, 30.518125468568368]",7.58,-278571336#0,-278571336#0_0,2.11,142.14,()
2023-03-02 06:44:34.468,2,"[1619.3352994926868, 1119.9254856839148]","[114.31990082172248, 30.506691274644506]",32.38,-267612556#3,-267612556#3_1,377.87,92.9,()
2023-03-02 06:44:34.469,3,"[2475.980725242309, 2425.912600859673]","[114.32849663515056, 30.518646712143564]",36.87,:2862381325_4,:2862381325_4_0,202.21,3.3,()
2023-03-02 06:44:34.470,4,"[2821.9652782003113, 1504.0002186692984]","[114.33232597085511, 30.5104103647092]",25.57,:7281789523_10,:7281789523_10_0,216.09,289.48,"(('838310065', 0, 2578.552122671102, 'r'),)"
2023-03-02 06:44:34.471,5,"[1705.5219879171566, 1806.0439606005643]","[114.32062834352313, 30.5128944093442]",38.65,-265762563#0,-265762563#0_0,184.38,287.28,()
2023-03-02 06:44:34.472,6,"[1633.3916572195317, 1536.9025581373364]","[114.31994399588267, 30.510452918057446]",9.83,:2733822608_9,:2733822608_9_0,169.97,125.64,()
2023-03-02 06:44:34.472,7,"[313.9158736315446, 797.8326088036983]","[114.30639128580003, 30.50350763005255]",40.63,231808154#2,231808154#2_0,120.23,94.26,()
2023-03-02 06:44:34.474,8,"[1793.8400153738348, 1946.7933010588195]","[114.32151300638756, 30.514182037853995]",42.78,:2713731841_0,:2713731841_0_0,88.81,344.51,()
2023-03-02 06:44:34.475,9,"[956.8925031561945, 1636.188935872605]","[114.31287661339874, 30.51120276977233]",39.19,270087466#0,270087466#0_0,50.97,91.59,()
2023-03-02 06:44:34.477,0,"[1028.7226994050764, 627.2391891758618]","[114.31387457798658, 30.50212356394705]",31.91,231808116#3,231808116#3_0,413.32,4.29,()
2023-03-02 06:44:34.478,1,"[1999.935417024248, 1027.6738226465836]","[114.32388574898818, 30.505941179742813]",91.1,231820215#1,231820215#1_1,485.87,291.05,()
2023-03-02 06:44:34.479,10,"[739.8905492631866, 1687.3000003888314]","[114.31060479602404, 30.51161685180545]",32.11,-270087460#0,-270087460#0_0,26.6,1.2,()
2023-03-02 06:44:34.480,11,"[3044.489039725227, 2351.894900888974]","[114.33443393721782, 30.51810080281217]",12.72,-278571336#0,-278571336#0_0,5.64,142.14,()
2023-03-02 06:44:34.481,2,"[1623.9789244432095, 1120.3755580469597]","[114.3199490515586, 30.506696326259245]",16.94,:2401239653_16,:2401239653_16_0,382.58,85.21,()
2023-03-02 06:44:34.482,3,"[2478.486834006042, 2438.2189138498643]","[114.32851969168097, 30.51875817716485]",46.16,-417713714,-417713714_0,215.03,22.98,()
2023-03-02 06:44:34.483,4,"[2815.1904453274433, 1505.6523800091607]","[114.33225503304642, 30.510423812811503]",25.11,775986570#2,775986570#2_0,223.06,283.28,"(('838310065', 0, 2560.2273848265236, 'r'),)"
2023-03-02 06:44:34.484,5,"[1695.3726583649604, 1809.2014191812132]","[114.32052189887075, 30.512920696832246]",38.27,-265762563#0,-265762563#0_0,195.01,287.28,()
2023-03-02 06:44:34.484,6,"[1633.9064103348894, 1540.4089313643012]","[114.31994848726404, 30.510484634777022]",13.17,161503499#6,161503499#6_0,173.63,19.53,()
2023-03-02 06:44:34.485,7,"[325.2030725136532, 796.9922542384015]","[114.30650899183091, 30.50350248479838]",40.75,231808154#2,231808154#2_0,131.55,94.26,()
2023-03-02 06:44:34.486,8,"[1789.842120272117, 1958.7448235908996]","[114.32146842844261, 30.514288912917543]",45.39,:2713731841_0,:2713731841_0_0,101.42,339.93,()
2023-03-02 06:44:34.487,9,"[968.1951020681487, 1635.8761745375793]","[114.31299435831949, 30.511202378196078]",40.71,270087466#0,270087466#0_0,62.28,91.59,()
2023-03-02 06:44:34.491,0,"[1031.404433029964, 632.0296317531902]","[114.31390130649672, 30.502167320477845]",20.9,:2401390735_6,:2401390735_6_0,419.12,32.4,()
2023-03-02 06:44:34.492,1,"[1975.7063313293522, 1036.950336814492]","[114.3236312283849, 30.50601961624058]",93.43,:2730580466_4,:2730580466_4_1,511.83,290.59,()
2023-03-02 06:44:34.492,10,"[740.112103384583, 1697.8992438347823]","[114.31060447090644, 30.51171244026463]",38.17,-270087460#0,-270087460#0_0,37.2,1.2,()
2023-03-02 06:44:34.493,11,"[3048.0675481179146, 2347.292073381113]","[114.33447232805563, 30.51806007509766]",21.0,-278571336#0,-278571336#0_0,11.47,142.14,()
2023-03-02 06:44:34.494,12,"[1742.69, 2077.51]","[114.32094814773363, 30.515349365095908]",0.0,799269876#0,799269876#0_0,0.0,277.32,()
2023-03-02 06:44:34.495,2,"[1628.4063723898698, 1125.533678261515]","[114.31999386631459, 30.506743769922476]",25.36,:2401239653_20,:2401239653_20_0,389.62,33.93,()
2023-03-02 06:44:34.496,3,"[2482.636227579928, 2448.0036873460144]","[114.32856047953416, 30.518847263879056]",38.27,-417713714,-417713714_0,225.66,22.98,()
2023-03-02 06:44:34.497,4,"[2806.6477818621115, 1507.5297500037543]","[114.33216563535449, 30.5104389139454]",31.49,775986570#2,775986570#2_0,231.81,282.39,"(('838310065', 0, 2551.480727205585, 'r'),)"
2023-03-02 06:44:34.498,5,"[1684.6684134110542, 1812.531512061266]","[114.32040963429326, 30.512948421492656]",40.36,-265762563#0,-265762563#0_0,206.22,287.28,()
2023-03-02 06:44:34.498,6,"[1633.963666376665, 1546.4551693758178]","[114.31994758741882, 30.51053914783212]",21.77,161503499#6,161503499#6_0,179.68,0.54,()
2023-03-02 06:44:34.499,7,"[337.0884015613162, 796.1073676842104]","[114.30663293532425, 30.503497066771526]",42.91,231808154#2,231808154#2_0,143.47,94.26,()
2023-03-02 06:44:34.500,8,"[1784.3090448674338, 1970.0132171475977]","[114.3214080364915, 30.51438930150416]",45.37,-265762565#0,-265762565#0_0,114.02,330.87,()
2023-03-02 06:44:34.501,9,"[980.0752517323289, 1635.5470763407686]","[114.31311811997634, 30.511201963295026]",42.78,:2751749687_7,:2751749687_7_0,74.17,91.59,()
2023-03-02 06:44:34.502,0,"[1037.6423817985951, 632.6270526296041]","[114.31396609352151, 30.502174044579068]",22.93,945754276,945754276_0,425.5,88.99,()
2023-03-02 06:44:34.503,1,"[1952.233342463732, 1045.661407132662]","[114.32338471821237, 30.506093117030463]",90.2,267612556#0,267612556#0_1,536.88,290.24,()
2023-03-02 06:44:34.504,10,"[740.3296842387116, 1708.3084044838943]","[114.31060415161153, 30.51180631447549]",37.48,-270087460#0,-270087460#0_0,47.62,1.2,()
2023-03-02 06:44:34.505,11,"[3052.532545139315, 2341.5490070368737]","[114.33452022924645, 30.51800925806122]",26.2,-278571336#0,-278571336#0_0,18.75,142.14,()
2023-03-02 06:44:34.505,12,"[1740.9800886080736, 2075.8957518973943]","[114.32093074489832, 30.51533444804624]",9.28,:7474938417_9,:7474938417_9_0,2.58,252.34,()
2023-03-02 06:44:34.506,2,"[1629.2789104986225, 1133.5526857646]","[114.32000096596633, 30.506816240192965]",29.19,161503499#2,161503499#2_0,397.73,4.2,()
2023-03-02 06:44:34.507,3,"[2485.3454216312407, 2454.392295627485]","[114.3285871105013, 30.518905429770225]",24.98,-417713714,-417713714_0,232.6,22.98,()
2023-03-02 06:44:34.508,4,"[2796.2863950301467, 1509.8579185249432]","[114.33205719237661, 30.510457690706275]",38.23,775986570#2,775986570#2_0,242.43,282.73,"(('838310065', 0, 2540.8608012605564, 'r'),)"
2023-03-02 06:44:34.508,5,"[1677.6906528343516, 1814.702294859609]","[114.32033645251597, 30.512966494272437]",26.31,-265762563#0,-265762563#0_0,213.53,287.28,()
2023-03-02 06:44:34.509,6,"[1634.033621956932, 1553.8424786520036]","[114.31994648798099, 30.510605752023533]",26.6,161503499#6,161503499#6_0,187.06,0.54,()
2023-03-02 06:44:34.510,7,"[348.9074421683945, 795.2274164371981]","[114.3067561875391, 30.503491678844938]",42.67,231808154#2,231808154#2_0,155.32,94.26,()
2023-03-02 06:44:34.511,8,"[1775.8329138170313, 1979.783189537871]","[114.32131737466112, 30.514475553064912]",46.56,-265762565#0,-265762565#0_0,126.95,319.06,()
2023-03-02 06:44:34.512,9,"[990.7551390558853, 1635.2504128040032]","[114.31322937808936, 30.51120158287004]",38.45,:2751749687_7,:2751749687_7_0,84.85,91.59,()
2023-03-02 06:44:34.515,0,"[1045.343853996748, 632.2830321323668]","[114.3140463487464, 30.50217259665786]",27.75,945754276,945754276_0,433.2,92.56,()
2023-03-02 06:44:34.516,1,"[1928.8707261720613, 1054.2743023671187]","[114.32313938095768, 30.506165755990516]",89.67,267612556#0,267612556#0_1,561.79,290.24,()
2023-03-02 06:44:34.517,10,"[740.4658465485238, 1714.8224673267189]","[114.31060395179247, 30.511865061047203]",23.46,-270087460#0,-270087460#0_0,54.13,1.2,()
2023-03-02 06:44:34.518,11,"[3058.2321780083466, 2334.217900308747]","[114.33458137573139, 30.517944389353424]",33.44,-278571336#0,-278571336#0_0,28.04,142.14,()
2023-03-02 06:44:34.519,12,"[1743.7485882094177, 2074.147634881776]","[114.32096000059734, 30.51531928345337]",12.85,:1734799580_13,:1734799580_13_0,6.15,143.78,()
2023-03-02 06:44:34.520,2,"[1629.4141531205094, 1144.0906959549218]","[114.31999976706604, 30.50691125884258]",37.94,161503499#2,161503499#2_0,408.27,0.74,()
2023-03-02 06:44:34.521,3,"[2488.7093940600057, 2460.1885692195315]","[114.32862070491825, 30.518958396170362]",24.46,:4182085029_0,:4182085029_0_0,239.4,32.73,()
2023-03-02 06:44:34.522,4,"[2783.5351232669595, 1512.7377391474922]","[114.33192373304375, 30.51048093033974]",47.06,775986570#2,775986570#2_0,255.5,282.73,"(('838310065', 0, 2527.7881708919085, 'r'),)"
2023-03-02 06:44:34.523,5,"[1673.5026180976142, 1816.0051933562597]","[114.32029252898164, 30.512977341489854]",15.79,-265762563#0,-265762563#0_0,217.91,287.28,()
2023-03-02 06:44:34.524,6,"[1634.1204985326037, 1563.0166450429613]","[114.31994512260178, 30.51068846656873]",33.03,161503499#6,161503499#6_0,196.24,0.54,()
2023-03-02 06:44:34.525,7,"[360.14132262568944, 794.3910315354268]","[114.30687333753849, 30.503486557565367]",40.55,231808154#2,231808154#2_0,166.59,94.26,()
2023-03-02 06:44:34.526,8,"[1765.7768526349773, 1987.0760408709534]","[114.32121087658322, 30.514539137438625]",45.16,-265762565#0,-265762565#0_0,139.5,301.04,()
2023-03-02 06:44:34.527,9,"[1002.5688406997975, 1634.9224595544924]","[114.31335244771107, 30.511201163795942]",42.56,270087466#1,270087466#1_0,96.67,91.59,()
2023-03-02 06:44:34.529,0,"[1054.4115860093686, 631.8779815659901]","[114.31414084144448, 30.502170891808294]",32.67,945754276,945754276_0,442.28,92.56,()
2023-03-02 06:44:34.530,1,"[1905.2904354469322, 1062.9674457667293]","[114.32289175750634, 30.506239071251365]",90.5,267612556#0,267612556#0_1,586.93,290.24,()
2023-03-02 06:44:34.531,10,"[740.9245158937382, 1720.7155469518025]","[114.31060726367765, 30.511918279451262]",21.32,:2751749653_3,:2751749653_3_0,60.05,5.05,()
